100,nan
200,nan
300,nan
400,nan
500,nan
600,nan
700,nan
800,nan
900,nan
1000,nan
1100,nan
1200,nan
1300,94.03243255615234
1400,193.02989196777344
1500,nan
1600,nan
1700,193.0299835205078
1800,nan
1900,nan
2000,193.02989196777344
2100,193.0299835205078
2200,nan
2300,193.0299835205078
2400,nan
2500,nan
2600,61.03668975830078
2700,94.03246307373047
2800,193.02989196777344
2900,193.0299835205078
3000,193.0299835205078
3100,94.03246307373047
3200,94.03243255615234
3300,193.0299835205078
3400,193.0299835205078
3500,44.54139709472656
3600,193.02989196777344
3700,nan
3800,61.03668975830078
3900,nan
4000,94.03246307373047
4100,44.54139709472656
4200,nan
4300,94.03243255615234
4400,44.54139709472656
4500,57.233638763427734
4600,44.54139709472656
4700,44.54139709472656
4800,61.03668975830078
4900,61.03668975830078
5000,94.03246307373047
5100,44.54139709472656
5200,44.54139709472656
5300,34.64632797241211
5400,72.09561920166016
5500,44.541404724121094
5600,34.646331787109375
5700,34.646331787109375
5800,44.541404724121094
5900,61.03668975830078
6000,34.646331787109375
6100,34.64632797241211
6200,23.342288970947266
6300,28.051408767700195
6400,34.646331787109375
6500,44.541404724121094
6600,28.05141258239746
6700,34.64634323120117
6800,34.646331787109375
6900,19.811826705932617
7000,23.34228515625
7100,61.03668975830078
7200,34.64632797241211
7300,34.646331787109375
7400,19.811826705932617
7500,44.54139709472656
7600,38.954994201660156
7700,28.05141258239746
7800,61.03668975830078
7900,28.405685424804688
8000,34.646331787109375
8100,44.54139709472656
8200,44.5413932800293
8300,44.54139709472656
8400,94.03246307373047
8500,34.64632797241211
8600,28.051414489746094
8700,61.03668975830078
8800,14.872552871704102
8900,38.954994201660156
9000,34.64632797241211
9100,34.646331787109375
9200,19.811826705932617
9300,28.40569305419922
9400,34.646331787109375
9500,17.067155838012695
9600,28.051408767700195
9700,28.05141258239746
9800,17.067153930664062
9900,34.64634323120117
10000,28.40569305419922
